kwaa	objetos planos
kwaa	otro
kwaa	seres
kwaariyoriri	cuerpo plano
kwaj	macondo
kwajbr	vrb
kwajgri	kwan vrb
kwakwi	no vrb
kwanna	no vrb
kwanna	waaw gee
kwee	gusano
kwee	veranito
kweg	no envasar
kwekkweri	grande
kwere	estado rini
kwere	kokkwa sooweda
kwere	kokkwa ta
kwiika	tío
kwitta	cavar
kwitta	éa vrbtrs
kwraa	kwiiwita gu vrb
kwrecwi	kri
kwree	vri vrb
kwreekwa	ka vrb
kwrii	alebrestarse
laakwi	murciégalo
laaniki	afuera
laaniki	exterior
laawi	murciégalo
labios	lagaña
lado	gwreedesbar seva gr
ladodel	jartiniki
ladu	maíz cuba
laggri	demorarse
laggri	tardarse
laje	gusano
lakkra	espinilla
lamen	santiago
lanta	ajnikra
lanta	armmnikra
lanta	bruttukolkra
lanta	majkra ipoatatas
lanta	muntimuntirakra
lanta	wecriya ittiya
lanta	wecriya ittiya morinda royoc
lanta	yaasi kenneriya momordica charantia
lanta	yummekra lagenaria ta
lar	cé tii
lar	desmigajar
lar	grillo cebollero
lar	im gos
lar	oblongos
lar	tes gos
lar	tiinti nitti
lar	tiirin gos
lar	tiranta
las	esdelosárboles
las	llegar hasta
lati	cone folio
lem	sia intege niscatus
lengua	habla
lengua	idioma
lengua	palabra
leopar	dus pardalis
leopar	leopardus wiedii
lesvá	brajgawita
lfligoti	alacrá desmenuzar
lia	añ
lia	but ratón heteromys anomalus
lia	currucuchú
lia	mc
lia	pigurars bukkachu
lia	zorro chucho
liber	refiri pepo
ligkwa	num adj tres
ligkwa	refiri grumoso
lii	badense objetos desgarrados
lii	cé
lii	impar
lii	tro
lii	urers
lijmanta	vrb
lil	burros
lil	caballete
lil	estante
lil	zarso
lili	vrb
limettu	liligowi nom vrb
limpiacasas	reptil zoo xim
lin	mosca
linga	guarumera
linga	guinea moo
linga	mowi bot paar guartinaja
lis	azulosas tretiosciatus
lis	blancas
liter	compras
litto	contrapietra
litto	corneta
lkati	lantaka vrb
llama	priimubira
llevar	gattibri
llo	breenso brenso
llo	isa isa
llo	paayani
llo	tuugwa rugwa
llu	as aproximadamente entre junio
llu	julio
llu	veranillo
loj	daggera
loj	waachikloo
looren	ra
looren	uuyamakra
looren	vg sukra
loorensu	lugga nom nom
los	baile
los	barbulito fa blanco
los	bonguita ceiba pentandra
los	bres cuyos
los	buuruganta
los	buññukwi
los	carretico aspidosperma polyneuron
los	conju pokkre
los	cucaracha
los	delgada
los	ef
los	guayacancito bulnesia arborea
los	ikkadikra
los	intestinos
los	jukkatutikkwi
los	juventud
los	kajwaruunisa
los	kanti
los	keera
los	palma ble
los	pequeño tamaño
los	perrito
los	plantas
los	rostro
los	rujgakanta
los	sdel mundo
los	seragkwa
los	snovemcincius
los	sombra no humana
los	tajdikra
los	ternura
los	tign nom thera mafufo
los	tobillo
los	toro
los	tuutawa
los	vg biladuggra cóccix
los	vw
los	wipproro
los	yoorotiirini
luciér	casarse
luciér	guindar
lugkre	escobilla blanca
lum	handroanthus billbergis
lun	guartinaja
maa	allá viven tus padres
maa	ca remos más maiz
maa	ci
maa	ei
maa	garakra mpl municaca
maa	lapa
maa	más
maa	papose
maa	ñaawikra
maaj	extingu gatagawi
maaj	gatagawi
maaj	maajgawi
maaj	maajgawita
maaj	tapaculo
maajga	frecuentar
maajga	saler
maajgata	fecar
maana	ad vrb
maana	agua que asa
maanritii	abejajormis
maarigowi	morroc vrb
maatageri	siempre
maawi	agua cristalizada
maaza	aromo
maaza	carpinterito
maaza	guayacán chaparro
macabro	ma makradx
macj	figur
mad	saco
mad	varón
made	ciertas frutas
madu	vencer
magda	buurukakkratari
magda	lena
magda	lena aarajakkratari
magda	morrocoyo
magda	muula
magdalena	diitake kweerini
magdalena	diitake sal wakkani
maintoorc	caliche
maiz	ladu
maiz	lampu
maj	gu nakuusagranisa
maja	cejas anat cercar ukkrakikkrasagra
majkra	pl magkre batata pron
majnakun	wa
malifor	pl mara passif
mami	vrb
mamife	corzuela
mamife	mazama
mamife	venado
mamo	lla
mamí	aki
mamí	akkrakoro
mamí	dentado cabassous centralis
mamí	fero desdentado cabassous centralis
mamí	lakkrakoro chorida
mamí	nón
mamí	ro desdentado dasypas novemcinctus
man	vrb golero
mano	tear
mar	appal cha hoy
mar	pialis
mara	maní
mari	si posas
marital	nte
marsupia	lis
matriz	útero
matta	intg nom cuál congo
mayo	peer res
mayoría	arbustos jaa
mayoría	palmas
mayoría	plantas cultivadas
maíz	carreto
maño	termitero
mañña	konne risu
maññari	borde prést
mchoroto	ardilla
meere	minagkreyane weekagaya
meere	no nos enfermado
meeta	medicina
meewi	gatoco vrb
melano	dryocopus lineatus
melano	leucos
melanoleu	carracachero
melera	peññukragga
men	naaregowiti
men	roosau
menos	cercas wi ear
menos	gaari gari
menos	jonsonaanta manta
menos	krecre augurar krere
menos	krecro krero
menos	krokkro krokkro
menos	kwekkweri
menos	maari maarl
menos	wiima wimari
mente	figar yuuguwi
mente	gwajgawi
mente	myias gwajgo
mente	yuuti
menti	cé
menti	padre delos yakkwa ette
mes	bolloblanco
mes	kaktk bollo
mesem	nibiscayennensis
mesembri	cada
mesembri	nibis cayennensis
mesembri	phimosus infuscatus
mexi	cana
mexi	inón
mexi	oso caballo
mico	biiku
mico	joo
mifero	querer
mii	das equis witi
mii	sagkwa diitake
miisiri	saíno
mil	trabajo
minane	no regresé rápidamente
minniki	chinchilín
mno	blanco
mno	cha waacha bajmipita
mno	tres pics
mom	bin
mom	enamorado
mom	fruto demoorowa
mom	in
mono	aret bot arará
montear	cé
moo	ascgurar
moo	rekkawa alouatia seniculus
moomat	mooka prime vrb
moota	vrb
moowa	in moore ittiya
mooña	nom
mor	beekara gutteekaya
mor	ticmpo
more	caluroso
mowíi	jobo
moxri	vrb
mueble	jaz
mul	icidad
multi	bre plicidad
multi	cllos dijeron
multi	ene plicidad
mumirin	esclarec tala
mur	ciélagos
muu	apiadarse
muu	condolerse
muu	encariñarse
myi	saare tubercal cls
más	yauti
más	yawati
másomenos	ervida kiiwo
másomenos	loba
naa	nura naarira
naa	rira
naaj	acuta mata
naajga	acompañando kraachago
naajga	yeekwilo tiki
naajgriga	mozo
naajmata	naanta na vrb
naakarika	erguirse
naakiwa	cardón
naantimal	vrb
nae	cha waacha chorida toro
nae	nom waagri español
nakasuri	adv raíz
nakasuri	frecuentemente
nannaa	ñoo divisar
nappi	avanzara saltos
nappi	generalmente
narra	ciones
narracio	imina weewi lun aqu
natura	fiera
natura	za
nau	dera
nau	scabundo
nega	nada te ocurrirá
nega	tivamente
negwa	adv su
nene	conjunción coordinativa
neta	equiw
neya	adv arri enseguida
neya	inmediatamente
nfna	dem nijya ese
nimal	bitto dittake
nimal	poonchi
nimal	wiisatu hydrochoerus hydrochaeris
nina	dem pasad aquel
nine	plaga
niwai	wentak robar
niñ	et soñar
niñ	ñar
noh	coco
noh	compadrito
noh	ha nompl plea cocotero
noh	koona uita
noh	trs ger algodón
noke	taauku hablarburdamente
nokenta	pooti adv nom
nokentawen	cuándo vuelves
nombre	papose
nombri	cé
non	cosecha
normas	hermana
normas	prima
noso	os vivimos
nosotros	papayo
nostal	cé
nostal	elancolía
nowe	us burros
nowera	acaccer
nowera	imp pron acontecer
nowera	ocurrit
nowera	prender
nsukwekkwe	leopardus pardalis leopardus wiedii
nsukwekkwe	tigrillo
nuevo	caria taina
nuke	blando
num	cinco
num	dos
num	ef
num	num cinco
num	plantas
num	refiriéndose aextensiones
num	tres
nyaaya	buche
nyattagra	tizón
nyuukr	bai aro alegt nyottuwagga
nyuukr	bálsamo
nyuukr	estrella
nyuukr	luceros
obj	vrb hilar algodón
obje	bajagua
obje	dolor mu wecriya
obje	gavilán
obje	gavilán grande
obje	macizos
obje	vrb tos grandes
objeto	eucalipto
objetos	anchos
objetos	continentes
objetos	cóncavos
objetos	redondos
objetos	refiriéndose
objetos	vi grandes
objetos	vri esféricos
oblon	cé tiimujna
oblon	solera
obs	escampar
ocu	pue
ocurren	uutakri
odo	relativa ratissima
offi	cinarum
offi	kitya
offici	rem
okkra	pobre
okkra	querido
olor	muyag
oogoniri	cocido al humo
oogoniri	oosok ad noa ahumado
ookwa	resistir
ookwa	tener aguante
oosok	caramba
ooyo	riga
oracio	ol nes
ore	achiotero
ore	kraarikra
ore	kroosu lana
ore	llana
ore	na
orga	siura
ori	bordón
orina	grillo
orina	tigre thera sen seu
orina	uñita
osentimientode	waabrakaariwz
osobriri	chupado
otro	cé
otro	objetos tijlaka largos
otro	oblongos
ounol	mento rato
ounol	pausa
owe	cuántos hijos tienes
owe	ruku mpli st puerco
owesu	vri afec
owi	agrupar
owi	paujil
owi	piar
paa	pacha
paa	yani
paagwa	mocturmaloppo itti
paala	paalinar
paala	peer nar
paala	pigas paalinare
paala	puulinare
paala	tussakrawakra
paala	ñame
paalanakra	ñame
paali	ñaabru nom rolera roja
paaligru	guacharaca
paapa	nomb soowesu gruttari kraari
paapa	paapasito lido
paapa	paapasu gruttari
paapa	soowesu
paapas	muñeco
paapelu	papel motru neda
paapelu	papeles
paato	noi ra mi hee
paatu	galandria
paatu	guinco
paatu	guineo
pad	cas peces
pad	ef
pad	no nadar
padre	ci lia paapasu gruttarj
pag	guacharaca
pag	plag pajarilla
paguw	pestilente
pal	mas
palma	allineta
palma	jukka ennaka sabal
palma	jukka waacha elacis guineensis
palma	león
paloma	guarumo
pana	congo
par	rawa
parti	cular
parti	wikaagra yowi
partici	ovejo
particu	pobre
particu	pobrecito
particu	querido
partir	marcharse
pasad	dem plead aquellos
past	diversos
past	varios
pasto	gwrakketu
pati	tubé lla
pecna	jeto mu siigkri pukkru
pecna	peenarittukra
pecna	riiti pukkr
pecu	liar
pecu	premeditada
pedar	jaakwec
pee	gallina rizada
pee	gu logko
pee	rizada
peer	abuelo
peer	anciano
peeña	mosca real
peli	bei groteente laatee
pen	arroyo grande
pequeño	no tamaño
per	animales gaggwamata
per	arriba
per	asado ib ojni kwaana
per	asar arriera
per	bes noctar
per	colarse
per	lel plural
per	maluco
per	padre ette
per	periquito
per	plural
per	si hubiera habido comida
per	specialmente europeos
per	va sonas
per	wiiyal sonas
perci	ceiba roja
perci	tolúa
percibi	vrb
perpendicular	burn niente norte
perro	krutikkwi
pers	cls relati
perso	espabilarse
perso	spantar
person	conun calabazos
personas	kragga plural
personas	kwi plural
perspi	cillata
pez	anímica kossoriya
pez	bajagua
pez	bay
pez	bocona
pez	botifo
pez	chancado
pez	jummesu
pez	kceru
pez	laa
pez	luggali
pez	nyctibius griseus boni bodoque
peññukragga	meleras
phas	deca
phas	isa isa
phas	matodea
phas	tie kuurupretto
picle	guanábana castilla
pigara	danta
pigera	ya
pigoress	tortera
pigueazos	guicharo
pigueazos	guácharo
pigueazos	ka
pigura	oy
pigura	zx
pippidal	golondrina
pis	basura acumulada desisti yagka
pis	lagartija
pitro	luci goye masajcar
pitro	repasar
pittiennaka	chupaflor
pittiennaka	espa nompl vendi chupaflor
piuju	pavo
pla	des
pla	ef
pla	hum nos
pla	leña nos
pla	nos
plan	ga tas kraggwika
plan	rática eleocharis mutata
planta	acostado bixa os
planta	amarilla lugkre
planta	ammuna
planta	arej taautadi capparis verrucosa
planta	aristolochi ma tagaar contrapatoco
planta	barbaca
planta	batamb barbaco
planta	blanco sommo
planta	bruuru wa
planta	cañandonga
planta	cereus hexagonas
planta	cimarrón nyoodakra capsicum baccatum
planta	espinoso blccu
planta	jojligkra sesamum alg indicam
planta	juugku
planta	koobru ittiya capparis
planta	macho moogowakra saawiri
planta	majagua ittu
planta	marrón kuuwiyoorokra
planta	mookara sommo amaus dubius
planta	naakiwa
planta	naawika acanthocedelgad reus tetragonus
planta	paaradakraa masa acuminata
planta	pazradakraa musa inata
planta	pecyogkra
planta	ryookra capsicam amara
planta	semilla
planta	taagkrawakra casar jenus cajan
planta	taagkrawatop nisa
planta	takkwa ittiya rawvolfía
planta	tecriya eleocharis mupeque tata
planta	tiiru chakra
planta	waajau serna reticulata
planta	waara
planta	waara rujga
planta	yaanten plantago major
planta	yoorogra gossypium
plantas	wagga plural
plu	temple illa
plu	voluntad
plá	jukket tano musa acuminata
plátamo	rooro musa
plé	rebuscar
poco	mente yokowinte
pol	cascabel
poly	uijao gama
pooro	niya
pooro	yannaka
porel	wattiniki hoy
pospone	asu
pospone	concavidad
pospone	lita
pospone	motocicleta
praata	guinco
pre	culo
pre	flexibles parda
pre	joowagante samana bej moye
pre	llantén
pre	lojkartod lisaso
pre	montaña vieja
pre	rs querer
pre	ya me ooyokra bañé
preci	ta
precisa	mente vivía así
precisa	nukiwara
prera	que
preten	amotoso
preten	sidón
pretiosa	num taama br dos
pri	alowatta seniculus
pri	mate alouatta seniculus
pri	mate cebus albifrons cesarae
pri	simón
prigata	vrb
priimub	nos cacral suelo
pro	guurt
pro	itual kwiila
pro	kwitwita
pro	lukkta gruttari
pro	nombres
pro	res
progotiwa	vrb
pronombres	gativos
pronombres	gatizos
pronombres	gusa males
pronombres	interrogativos
pronombres	lwara ammarawe taukara inmiti
pronombres	mana bejsaara
pronombres	managkre kike
pronombres	monteador
pronombres	negativos
pronombres	no duermo bien
pronombres	re
pronombres	relativos
pronombres	terrogativos
pronombres	vos
proovra	yuca
prop	bijao
pros	ridad
prospe	cé
prospe	lad
prote	sompc zoo cucarachero
prote	upervisar
pré	callejón
pré	camino explayado
pré	hija
prés	cor nom dedo índice
prés	konnew kokkwa kweerini
prés	nom dedo medio
prés	num espe dos
prési	nota prést
prést	ad parta olor cobrizo
prést	cocu piu
prést	nim
prést	pavo
prést	pixju maría palitos
prést	pulga
puda	nauscabundo
puda	pestilentc
pue	ciudades
pue	dtr blos
pue	monteador
pul	unag monata
pundungo	tamandúa
pur	urea
purpa	que waencha dina ire
purpa	uezo
purpuras	cens purpurascens
purpuras	nba
purpuras	si pls iguana
puta	mayor
puta	señor
qua	al drivalvis
quadrival	bot
que	mos acá
que	pavo
que	pisco
qui	vrb
raajga	ra apartar
raaka	vaca
raara	encrvarse
raara	enfadarse
raara	irritarsc
raasog	japan raasont
raasog	ratón
rajbri	bujío
rajbri	dormilón descuidado
rajcuwi	rabiar
rakka	coordi gowi
rakkra	hartarse
rakkwata	prést
ralisadapar	rést
rampkas	guásimo
rap	nc tados
rastro	arará macho
rastro	atardecerse
rastro	bled amar moogowakra saawiri
rastro	bled mujer
ratikkw	kogkra
rawatuttu	mana
rayado	orlili apga denadas
rbol	aantiti coccoloba obovata
rbol	ikkokra acacia glomerosa
rbol	jecrati gyrocarpus americanas
rbol	likkragra combretum fruticosum
rbol	moorokra spondias
rbol	nyooroti myroxylon balsamum
rde	kraa
rde	kraa chorida
rea	prunnimata
reci	dosc ale piente
reci	nte
reci	objetos largos
reci	piente
reci	sientes taakwateycemekenta
reci	tos man animales
recipien	calderos
reco	maíz rrido
reco	num koo uno
reesa	res
refe	nom caney
refe	palma africana
refe	palma amarga
refi	adassi mpr ést bogotá
refi	animales
refi	animales fon grandes
refi	aparatos
refi	ata jompr rést bogotá
refi	boa
refi	flexibles
refi	iéndose eventos extraordinarios
refi	macizos
refi	objetos
refi	objetos largos
refi	objetos macizos
refi	oblongos liteyeemekenta
refi	plantas
refi	puerco
refi	quiv buwada
refi	stos macizos
refi	uiv
refirién	an máso
refirién	animales
refirién	animales grandes
refirién	cañaguate
refirién	cualidades
refirién	flexibles wiimari
refirién	imales
refirién	impl rést caballo
refirién	obgwaagu jetos
refirién	objetos
refirién	plata
refirién	rayanta im srillo
refirién	tigre
refiriéndose	animales
refiriéndose	coeedor pioos
refiriéndose	cucaracho
refiriéndose	matapiojos
refiriéndose	objetos agredi largos naakatimata
refirión	bagre
rela	ente corto
rela	machetes
rela	tivamente esféricos
relativamente	lejano
repre	gru sentativo
reptil	gwaakwipolychrus marmoratus
reptil	jobón
reptil	kallo
reptil	liimuttu
reptil	liimuttutu cnemiloma dophorus lemniscatus
reptil	lobo
reptil	waana
res	guardo
reser	soino
residen	ón
respetar	equív
respetar	honrar
respetar	reverenciar
resquebra	li jado
resya	sem derribar
rey	aabrintalakkra sarcoramplus papa
rey	waggabrilakkra
rey	waggabrinta
rey	waggabrintalakkra sarcoramphus papa
ribri	burro
ribri	cabios
riggiloa	vrb
rii	risu
rikati	canoa
rilpiés	binno
rilpiés	kajmimiro
rilpiés	minno
rinart	picar
rmuni	esk caca genipa americana
robin	mi
robin	zorro chucho
roo	vrb
rre	bochere
rre	ecro
rre	kochere
rrenc	presrode tar
rse	raarakaa
rse	tuttudakaa
ruj	detabacojonnawa
ruj	gatopardo
ruj	kaarakanta
rukke	vrb
rukkwaya	rakra
ruku	refregar
ruku	restregar
rutina	pro
ruto	dukkruwa
rve	chokkrikwa
rve	sokkrikwa todiros rum cinereum
rve	todirostrum nigriceps pa chupa
saa	adv tana fuerte
saa	dormilón taarasakka
saa	firme
saa	ka
saa	médic takka dico
saa	nooka
saa	ojalá que duermas bien
saa	saggala
saagatta	sesos
saajino	mana
saajino	saíno
saaka	clasificador
saaka	estrecho
saaka	impar
saaka	kamujna um dos
saaka	kari dj angosto
saaka	kateyeemekenta num cinco
saaka	objetos atados ocmpacados
saaka	otro
saale	salir
saanikaa	excl vrb
sabo	sy salados
sabor	angosto sazka chograwx
sabor	cttekragga
sabor	ennegragga
sagg	animales
sakabri	siigkri
sakabri	tigre
sakagaabra	cera
sakagatta	cera
sakakakkra	pabellón auricular
sakkwi	apisonar
sal	adi augurar
sala	eldi completamente
sala	enteramente
san	guacamaya bandera
sanctae	rartae
sanctae	sartae
sanctae	thecadact ylus rapicauda
sanctae	thecadactylus rapicauda
sangre	consecuentemente
sanos	arder
sapo	coronco zoo convertir
sapo	corral
sar	mana
sar	miiansu
sar	miisi
sar	misa
sar	muiisi
sar	nún felissilvestris catas
sas	moler
sassada	conjunción consecutiva
scorpioi	des
sculo	figar masculinos no
scvrpioi	biwiti
scvrpioi	ligkowa
scvrpioi	maaku
scvrpioi	sagirwa diitake
sectos	maría palitos
see	aquí conciuye su historia
see	celia
see	como ramas delos árboles
see	delgados
see	ofrecer
see	sense dar
seeya	picotear
segunc	centro
segunc	futuro
segunc	medio
segunc	mitad
segunda	parte diccionario españ olette
semi	secas
sen	dejar
sen	ss
sen	tidos
sentakri	coriar nompli sigsinna prést
sentakri	divis seññ
senti	niento derakkrakaariwa
sentimiento	botifo tiibru
sentimientode	iiprikaariwaa
sentir	afrecho
sentir	africana
sentir	jecri
sentir	jeerikaa
sentir	jissa
sentir	jissakaa
sentir	krecya krecyakaa
sentir	mekaa
sentir	wajkaa
sentir	wee
sentirse	joorikaa
sentirse	krecyakaa
sentirse	man malambo
sep	atun
sep	tenatum
seppa	barbul
seppa	pacopaco
septe	kitt natum
ser	ente mastigodryas pleei
ser	ij
ser	jottokaa
ser	ku clasificador
ser	kwi clasificador
ser	pagar
ser	tj
ser	wii
ser	wiina
serpiemte	berrendo
serpiente	aaratakkewa
serpiente	bollon bobo
serpiente	carpinterito
serpiente	jilwectowaya liophis
serpiente	mapaná bothrops asper
servi	cé
servi	recipientes
sessero	cigarrillo
sessero	grillo
sestar	unas grande brecbrekwa
seña	pa
señño	onte
sicera	alimentos
sicera	palom ria
sificador	cabezajattakra
sificador	ja upo
sificador	jaakra
sificador	vía actea
sigsinna	durar
sigsinna	rootc
siig	kei panthera onca
siipurt	uñita
sij	ga bei coragyps atratus
sil	esterilla
sil	junco
silves	nidoscolus urens
silves	tre malachra alceifolia
sinextre	mapaná
sinextre	planta mapaná
singu	estoy llorando
singu	isauka guuri
sipho	puguta naptera
siphonap	ittilke tera
situación	bejtuuriwaa
ski	arriba
sobre	turales
sobresaliente	igura dooro
sompe	cucaracha
son	dl tikwari
sonic	burra germinar
sonido	aromo
sonido	bejuquillo
sonnt	enfadado
sonnt	irritado
sonnt	soññoti enojado
sont	muela dij aggra
sookito	nom
soorpio	ón
soosokw	suero
sooweda	ad deera
sor	cla presao animosidad
sor	ct cantar
sor	dela presa
sor	perf presa
sor	trinar
sor	vrb
sowelu	go
spi	bollor mosus
squa	al mosa
ssificador	rujgaka
ssificador	thurium crassinerviun
ssistencia	gatta clasificador
stanle	yanus
stigkr	oso caballo
stri	idae
sudes	ino final
suf	corta nompl dente guarumera
suf	for yuu dir vrb
suf	imp sufij sero lucir
sufi	chupado
sugganiri	alimento cocido
sugganiri	br adj mucha cocido
sukkwiga	vrb
sunari	valiente
sunna	rikaariwaa
super	hija
sur	mana
suunsura	ngo
suwt	ruña
suwt	soolanu
taag	que
taakwa	clasificados
taakwsa	jagúey
taalrwa	otro
taalrwa	wa
taapa	bagaña
taara	españo
taara	gallineta
taara	guachiclo
taautad	desgraciado
taautad	miserable
taautad	perverso
taba	dae
taba	nidae
taca	nív
takri	saltar hacia arriba
takwaj	sowi
tamañt	me vrb
tar	azul
tarar	hach kkegowiti
teaguku	tabaco
teco	mapurito
teekri	agua reposada
teekri	aguas profundas
teekri	explayada
teekri	jagúey
teeya	tookr tocar maraca
tel	animales
telas	num
telefo	solicitar
tem	acabarse
tem	agotarse
tenerla	mekaa
ter	cé
ter	lamentar
ter	llorar
ter	quejarse
tetrago	sobrina
tewera	girando
tewera	pron dando vueltas
tewera	rotando
tex	plástico
tia	tityw
tia	ñiu
tie	rra
tii	teewitakri
tiibr	nom ardit seban
tiiyo	nom
tim	camino explayado
tim	jesucristo
tipod	babilla
tipod	waakwati
tnsecto	palu wakkwa
tomasitc	araña
tootebri	nom
tootutt	no alm
tortuga	biikwiti
tortuga	biiwiti
tortuga	groontu
total	mente
totear	reventar desde adentro
totun	venezolana
tra	adv bajo
tra	ati
tra	dicionales
tra	pa dicionales
tra	tato
tra	urabaja
tra	yecto
traba	uiv
tradi	ales
tradi	arhuacos
tradi	cionales
tradi	ionales
tradicio	juk nales
tradicio	rales
tran	tintinit
transpor	morrocoyo
tronco	paajni
tti	cé
tubércu	don
tubérculos	comola yuca
tuna	name
tuna	paalinar
tuna	paalinare
tuna	san lanar
tunnu	tukkwa asc vrb
tura	tutikckn cls suf
tuu	kakkrasig
tuugat	nom
tuugkeere	ranita
tuugwa	mirar
tuugwa	ver
tyco	sicum
tyrunns	arches venezuelensis
tyrunns	myiarchus fer
tán	nar agua no
tán	prést sem timbo
tán	tijera
tíi	nom
típi	bledo blanco
ubre	dioses
ubre	padres
uca	cambiarla
uca	sac convertir
ugguwiga	calderos
ugguwikri	ni vrb
ukapaka	ukkwabr adv vrb
ukka	sin dientes
ukkrakikkrasagra	in nom estarc cejas
ukkwa	hachar
una	ad cantidad originalmente mayor
una	codorniz
una	estando atención weenoo
una	kkaowaya
unguis	bejuco uñita
unguis	canasto
ungus	cati
unra	hupa
uste	sur
uti	idas como zemilla
uttu	zarigúeya didelphis
uttu	zorro chucho
uuga	banco
uuga	polvorin
uukasu	banco
uukasu	banquito
uukasu	cé kaakri
uukasu	kaakrimata
uukasu	olivo
uukasu	uatakri
uukasu	uti
uukasu	uukri
uuliy	golero
uurader	cé
uurader	disgustarse
uurader	molestarse
uuta	uuye vrb
uutu	loma
uuyamakra	auyama
val	hay que
val	turas tr
varias	campas tmootc mote
varic	berr gallineta
varón	liga
vegeta	kaaw ción arbustiva
vegetal	citi clasificador
vegetal	ka dasificador
vegetal	tura clasificador
veinte	pie
veme	sis
ven	terminar untrabajo
venado	lochutikkwi mazama
vene	ado
vene	copey
vene	mente
vento	oo amarrar
ver	pasaba iendo
verbos	elaborar emb
verbos	nine
verdo	reve chupaflor
verti	objetos
vetcad	mana
veñgs	planta mapaná
visto	nom
visto	pavo
visto	yakeka
vokaa	hartarse
vre	disn frutos
véase	oso caballo
vérte	mbares
waa	angustia
waa	cha taara
waa	cé
waa	estar
waa	haariwaa
waa	imp nc ser
waa	impar
waa	mar melkwi
waa	niani lguana iguana
waa	objetos esféricos mu
waa	objetos redondos
waa	otro
waa	redondos
waa	tiecm waana
waa	waacha brakaa
waa	waga waati
waa	zozobra
waakra	guacamaya
waakw	bo throps asper
waakw	colirio
waakw	lagañas rakikkra im
waakw	mapaná
waakw	nc ojo
waakw	peeye eya
waakw	pof figara ss
waakw	waakwa sonti
waakw	waakwa soomtoro
waakw	yeepe eya
waamajna	cé
waamajna	num waans dos
waamajna	objetos re no dondos
waanch	nom
waanias	num nom
waari	des ciac
waarig	paletilla
waasu	tía
waawa	mamífero ivoro cerdocyon thous
waawa	no vrb
waawa	zorra
waawagowi	escapar
waawagowi	fegarse
waawagowi	jooyalisadapar trs escchar
waawagowi	vislmbrar
waawagowi	volverse visible
waawagowi	wiika
waawe	mgowi
waawe	wii
waawe	wiika
wagga	acorta distancia
wagga	rey golero
waggabri	rey golero
wainoc	acci
wainoc	acu
wainoc	pal dez ge
wajgobri	wakkrita vrb
wakkani	ceiba blanca
wakkani	libélula
wakkomata	vrb
wassa	in wakkokwa
wati	recto
waugowi	weekaa vrb
weckegs	vrb
wee	code wee
wee	grutia
wee	verano
wee	waya
wee	weenok kowe wekwe
weeme	vrb
weenoo	ad vrb
weenta	amañarse
weenta	nt sem hallarse
weenta	vrb
weentakaa	bals vrb
weentakaari	indio
wet	hombre solo
wet	joaco negro
wet	plateado
wigpilu	wigtila
wigpilu	wigtiru
wii	ada
wii	calor
wii	cuñado
wii	fl vrb
wii	haya owi
wii	no
wii	sila
wii	sorra
wii	wiisimagka
wiicha	culebra
wiicha	lc ya owi jii
wiicha	wiichayaowi
wiicha	yaowi
wiicha	yxo
wiijma	sol nompl ref yu
wiijma	wigkilu
wiijma	wigpila
wiijma	wigtiru
wiiya	augura simple
wiiya	insipido
wiiya	sin sabor
wiiyabri	lloradero
wiiyagowi	imitar
wiiyagowi	remedar
wiiyamoowi	presentir
wijassa	ap saber
wijassa	tener conocimientos
wilao	noa wiima no nom
winoo	li eniz
wipa	mazan vrbtrs sila
wipa	sobar
wist	pl npolo
wit	ta
wiyentu	nom
wraa	cé
wraa	impar
wraa	otro
wwauwa	weugowi
wwauwa	wiikril gowi
wwauwa	wiiwika
yaa	bollomojoso
yaa	guiácharo
yaa	ikwarieira barbara
yaa	maluco
yaa	mana mekaariwaa
yaa	mowa
yaa	nookwi
yaa	remunnaa
yaa	tuu
yaa	yaatikwari
yaame	maluco
yaan	ducño
yaan	padre
yaarituwi	vrb
yaasappi	wari jmpli ácharo
yaati	palom kewari
yaau	yawekkwi
yag	nar plantapooroniya
yagka	keera
yaj	liter padre ment menor
yaj	tener
yaj	yake haber
yajsikwe	cé
yajsikwe	noa residir
yajsikwe	vivir
yannakakwa	herm vrb
yanwa	estar alerta
yanwa	prestar atención
yauti	mejor
yauti	más bien
yawati	comemos otra vez
yawati	más bien
yawati	ycegkru
ydrochae	nón
yeegz	nom desbandarse
yeegz	vómiti refiriéndose asemillas
yeegz	yeegka seres humanos
yeekra	ducño
yes	hermana
yes	prima
yoj	vrb
yoo	galáp brigowi
yooro	colaborar barba yecyowaya
yooro	envidia
yooro	jukkru
yooro	liga
yooro	nom vrbtrs algo ayudar
yooro	prima
yooro	primo
yooro	waggaya
yoorojukkru	pelota
yuaa	co ningún momento
yuca	delgadas
yuca	nta tizón denyatta
yug	sur wirinta
yuggayane	dem wukkri
yugkwi	ga
yugwi	rinta
yukka	vrb
yukku	code chic mata
yukkumata	yumal vrb
yukkwaya	entrañas
yukkwaya	trisccras
yumm	yukkwa ca vrb
yummn	loc nom nadie
yuu	diitake dokkwi
yuugka	no vrb
yuuka	extraviarse
yuuka	yuyake perderse
zapatc	tacán
zoo	emeditadamente gwerakkati
ácido	acostarse saborkwraarani
árbo	ven les
árbo	weetokranta
árbol	avewipproro myiarchus tuberculifer
árbol	beckra brosimaum alicastrum
árbol	becwanisa
árbol	beza tissakra
árbol	biisakra sterculia apetala
árbol	cadillo
